"media_file_path","time_in_video","Duration","behavior","subject","modifier_1","modifier_2","modifier_3","bout_number","total_time_of_courtship","Trial","Time_of_Day","Date_filmed","Day_filmed"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",210.641,34.076,"Swim away","Female","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",211.201,13.673,"Chasing","Male","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",224.875,4.84200000000001,"Out of sight","Male","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",229.718,19.749,"Chasing","Male","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",244.718,14.622,"Inactive","Female","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",249.468,11.677,"Surrounding","Male","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",259.341,7.68799999999999,"Swim away","Female","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",261.146,16.136,"Chasing","Male","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",267.03,6.83700000000005,"Out of sight","Female","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",273.868,3.41399999999999,"Swim away","Female","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",277.283,24.114,"Inactive","Female","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",277.283,4.84499999999997,"Inactive","Male","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",282.129,19.366,"Surrounding","Male","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",301.398,7.50199999999995,"Out of sight","Female","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",301.496,2.37200000000001,"Out of sight","Male","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",303.869,10.823,"Chasing","Male","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",308.901,6.077,"Swim away","Female","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",314.693,15.667,"Out of sight","Male","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",314.979,15.665,"Out of sight","Female","","","",16,184.287,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",363.211,3.13099999999997,"Wiggle","Male","Active wiggle","Female","2",17,40.974,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",366.343,27.062,"Inactive","Male","","","",17,40.974,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",377.926,18.704,"Inactive","Female","","","",17,40.974,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",393.406,3.03300000000002,"Wiggle","Male","Active wiggle","Female","2",17,40.974,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",396.44,5.69900000000001,"Out of sight","Male","","","",17,40.974,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",396.63,5.98099999999999,"Out of sight","Female","","","",17,40.974,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",412.44,29.1,"Swim away","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",412.868,27.53,"Chasing","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",415.048,25.35,"Surrounding","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",440.399,8.44900000000001,"Surrounding","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",441.541,6.83499999999998,"Inactive","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",448.377,50.701,"Swim away","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",448.849,33.42,"Chasing","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",482.27,9.40100000000001,"Surrounding","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",491.672,8.25899999999996,"Chasing","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",499.079,5.12399999999997,"Out of sight","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",499.932,7.11699999999996,"Out of sight","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",504.204,2.56299999999999,"Inactive","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",506.768,11.3940000000001,"Swim away","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",507.05,11.964,"Chasing","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",518.163,9.96500000000003,"Inactive","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",519.015,12.247,"Surrounding","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",528.129,9.68200000000002,"Swim away","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",531.263,5.029,"Chasing","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",536.293,5.69799999999998,"Out of sight","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",537.812,3.41999999999996,"Out of sight","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",541.233,18.2270000000001,"Inactive","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",541.992,18.23,"Surrounding","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",559.461,52.313,"Swim away","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",560.223,64.8470000000001,"Chasing","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",611.775,31.524,"Inactive","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",625.071,17.6569999999999,"Surrounding","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",642.729,2.46999999999991,"Chasing","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",643.3,3.13100000000009,"Swim away","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",645.2,8.25599999999997,"Out of sight","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",646.432,9.01900000000001,"Out of sight","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",653.457,17.373,"Chasing","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",655.452,13.67,"Swim away","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",669.123,12.2479999999999,"Out of sight","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",670.831,16.0459999999999,"Out of sight","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",681.372,32.279,"Inactive","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",686.878,26.6769999999999,"Surrounding","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",713.556,8.63900000000001,"Chasing","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",713.652,5.40999999999997,"Swim away","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",719.063,8.26900000000001,"Out of sight","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",722.196,4.55700000000002,"Out of sight","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",726.754,49.276,"Chasing","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",727.333,33.9820000000001,"Swim away","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",761.316,4.26799999999992,"Out of sight","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",765.585,9.21299999999997,"Swim away","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",774.799,4.83699999999999,"Out of sight","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",776.031,19.75,"Out of sight","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",779.637,1.71100000000001,"Inactive","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",781.349,6.072,"Out of sight","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",787.422,36.462,"Inactive","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",795.782,16.328,"Surrounding","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",812.111,2.55899999999997,"Out of sight","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",814.671,10.7339999999999,"Surrounding","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",823.885,4.36300000000006,"Out of sight","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",825.406,2.84500000000003,"Out of sight","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",828.249,33.614,"Inactive","Female","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",828.252,14.2410000000001,"Surrounding","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",842.494,2.56200000000001,"Out of sight","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",845.057,15.9499999999999,"Surrounding","Male","","","",18,450.799,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",871.545,1.99200000000008,"Surrounding","Male","","","",19,24.404,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",872.591,1.32899999999995,"Inactive","Female","","","",19,24.404,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",873.538,1.80200000000002,"Chasing","Male","","","",19,24.404,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",873.921,1.80199999999991,"Swim away","Female","","","",19,24.404,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",875.341,3.13599999999997,"Out of sight","Male","","","",19,24.404,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",875.724,2.56799999999998,"Out of sight","Female","","","",19,24.404,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",878.293,2.26999999999998,"Pose","Female","Non-s pose","Male","Front",19,24.404,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",878.478,2.65600000000006,"Chasing","Male","","","",19,24.404,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",880.564,2.27800000000002,"Out of sight","Female","","","",19,24.404,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",881.135,13.299,"Out of sight","Male","","","",19,24.404,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",882.843,1.71199999999999,"Wiggle","Female","Subtle wiggle","Male","3",19,24.404,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",884.556,2.846,"Out of sight","Female","","","",19,24.404,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",887.403,2.55899999999997,"Swim away","Female","","","",19,24.404,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",889.963,5.03500000000008,"Out of sight","Female","","","",19,24.404,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1111.187,3.70500000000015,"Wiggle","Female","Active wiggle","Male","3",20,71.269,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1111.285,4.55299999999988,"Inactive","Male","","","",20,71.269,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1114.893,1.423,"Inactive","Female","","","",20,71.269,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1115.839,6.08500000000004,"Surrounding","Male","","","",20,71.269,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1116.317,1.71000000000004,"Wiggle","Female","Active wiggle","Male","3",20,71.269,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1118.028,4.45900000000006,"Inactive","Female","","","",20,71.269,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1121.925,19.933,"Chasing","Male","","","",20,71.269,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1122.488,18.133,"Swim away","Female","","","",20,71.269,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1140.622,9.68299999999999,"Out of sight","Female","","","",20,71.269,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1141.859,8.82600000000002,"Out of sight","Male","","","",20,71.269,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1150.306,7.596,"Swim away","Female","","","",20,71.269,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1150.686,5.60100000000011,"Chasing","Male","","","",20,71.269,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1156.288,3.13300000000004,"Out of sight","Male","","","",20,71.269,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1157.903,2.56299999999987,"Out of sight","Female","","","",20,71.269,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1159.422,11.7760000000001,"Surrounding","Male","","","",20,71.269,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1160.467,9.875,"Inactive","Female","","","",20,71.269,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1170.343,4.74799999999982,"Out of sight","Female","","","",20,71.269,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1171.199,4.27099999999996,"Out of sight","Male","","","",20,71.269,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1175.092,5.88599999999997,"Inactive","Female","","","",20,71.269,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1175.471,5.50700000000006,"Surrounding","Male","","","",20,71.269,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1535.123,3.41300000000001,"Inactive","Female","","","",21,63.4859999999999,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1535.123,2.84500000000003,"Wiggle","Male","Active wiggle","Female","2",21,63.4859999999999,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1537.969,2.18599999999992,"Out of sight","Male","","","",21,63.4859999999999,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1538.537,3.41899999999987,"Out of sight","Female","","","",21,63.4859999999999,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1540.156,8.25800000000004,"Surrounding","Male","","","",21,63.4859999999999,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1541.957,4.46299999999997,"Swim away","Female","","","",21,63.4859999999999,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1546.421,6.83799999999997,"Out of sight","Female","","","",21,63.4859999999999,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1548.415,4.84500000000003,"Out of sight","Male","","","",21,63.4859999999999,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1553.26,3.12799999999993,"Inactive","Female","","","",21,63.4859999999999,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1553.261,2.27199999999993,"Surrounding","Male","","","",21,63.4859999999999,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1555.534,6.26900000000001,"Chasing","Male","","","",21,63.4859999999999,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1556.389,9.11600000000021,"Swim away","Female","","","",21,63.4859999999999,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1561.804,25.1609999999998,"Inactive","Male","","","",21,63.4859999999999,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1565.506,22.212,"Inactive","Female","","","",21,63.4859999999999,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1586.966,10.817,"Out of sight","Male","","","",21,63.4859999999999,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1587.719,10.0639999999999,"Out of sight","Female","","","",21,63.4859999999999,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1656.462,8.06999999999994,"Wiggle","Male","Active wiggle","Female","3",22,174.223,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1657.126,7.97600000000011,"Pose","Female","S pose","Male","Front",22,174.223,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1664.533,2.84900000000016,"Inactive","Male","","","",22,174.223,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1665.103,14.5259999999998,"Inactive","Female","","","",22,174.223,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1667.383,5.50399999999991,"Wiggle","Male","Subtle wiggle","Female","2",22,174.223,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1672.888,5.40800000000013,"Inactive","Male","","","",22,174.223,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1678.297,9.11799999999994,"Out of sight","Male","","","",22,174.223,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1679.63,5.79199999999992,"Pose","Female","S pose","Male","Front",22,174.223,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1685.423,8.54199999999992,"Inactive","Female","","","",22,174.223,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1687.416,4.27200000000016,"Wiggle","Male","Active wiggle","Female","2",22,174.223,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1691.689,30.1889999999999,"Inactive","Male","","","",22,174.223,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1693.966,6.26700000000005,"Pose","Female","Non-s pose","Male","Front",22,174.223,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1700.234,18.518,"Inactive","Female","","","",22,174.223,"Trial 2","Noon","3","1"
"D:/Pipefish Mesocosm Film/Trial 2/3-12-20/3-12 Noon 01.MTS",1718.753,10.433,"Out of sight","Female","","","",22,174.223,"Trial 2","Noon","3","1"
