"media_file_path","time_in_video","Duration","behavior","subject","modifier_1","modifier_2","modifier_3","bout_number","total_time_of_courtship","Trial","Time_of_Day","Date_filmed","Day_filmed"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 01.MTS",2808.797,28.0140000000001,"Inactive","Male","","","",163,149.163,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",2836.812,2.4680000000003,"Wiggle","Male","Active wiggle","Female","3",163,149.163,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",2839.281,62.759,"Inactive","Male","","","",163,149.163,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3001.258,8.64000000000033,"Wiggle","Male","Active wiggle","Female","2",164,103.965,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3002.493,6.73800000000028,"Inactive","Female","","","",164,103.965,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3009.232,3.79700000000003,"Pose","Female","S pose","Male","Front",164,103.965,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3009.899,13.384,"Inactive","Male","","","",164,103.965,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3013.03,91.4319999999998,"Inactive","Female","","","",164,103.965,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3023.284,3.32200000000012,"Wiggle","Male","Active wiggle","Female","3",164,103.965,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3026.607,14.8119999999999,"Inactive","Male","","","",164,103.965,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3041.42,2.08699999999999,"Wiggle","Male","Active wiggle","Female","2",164,103.965,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3043.508,61.1440000000002,"Inactive","Male","","","",164,103.965,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3303.848,62.665,"Inactive","Female","","","",165,63.5169999999998,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3303.848,2.94200000000001,"Wiggle","Male","Active wiggle","Female","3",165,63.5169999999998,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3306.791,59.7219999999998,"Inactive","Male","","","",165,63.5169999999998,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3378.475,5.50600000000031,"Pose","Female","S pose","Male","Front",166,66.8430000000003,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3378.475,66.556,"Inactive","Male","","","",166,66.8430000000003,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3383.982,61.049,"Inactive","Female","","","",166,66.8430000000003,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3445.602,2.4670000000001,"Wiggle","Male","Active wiggle","Female","3",167,141.755,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3448.07,4.7489999999998,"Inactive","Male","","","",167,141.755,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3452.626,134.159,"Inactive","Female","","","",167,141.755,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3452.82,2.36999999999989,"Wiggle","Male","Active wiggle","Female","3",167,141.755,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3455.191,38.6420000000003,"Inactive","Male","","","",167,141.755,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3493.834,3.60500000000002,"Wiggle","Male","Active wiggle","Female","3",167,141.755,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3497.44,19.3679999999999,"Inactive","Male","","","",167,141.755,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3516.809,6.74199999999973,"Wiggle","Male","Active wiggle","Female","3",167,141.755,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3523.552,63.2329999999997,"Inactive","Male","","","",167,141.755,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3611.28,8.54299999999967,"Pose","Female","S pose","Male","None",168,173.851,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3612.324,5.50599999999986,"Wiggle","Male","Active wiggle","Female","2",168,173.851,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3617.831,7.40499999999975,"Inactive","Male","","","",168,173.851,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3619.824,82.9839999999999,"Inactive","Female","","","",168,173.851,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3625.237,2.08899999999994,"Wiggle","Male","Active wiggle","Female","2",168,173.851,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3627.327,1.99199999999973,"Inactive","Male","","","",168,173.851,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3629.32,2.6579999999999,"Wiggle","Male","Active wiggle","Female","2",168,173.851,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3631.979,28.482,"Inactive","Male","","","",168,173.851,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3660.462,1.71000000000004,"Wiggle","Male","Subtle wiggle","Female","4",168,173.851,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3662.173,41.6780000000003,"Inactive","Male","","","",168,173.851,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3702.809,19.1759999999999,"Pose","Female","S pose","Male","Front",168,173.851,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3703.852,9.01900000000023,"Wiggle","Male","Active wiggle","Female","2",168,173.851,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3712.872,1.04400000000032,"Inactive","Male","","","",168,173.851,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3716.765,5.88599999999997,"Wiggle","Male","Subtle wiggle","Female","3",168,173.851,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3721.986,61.4300000000003,"Inactive","Female","","","",168,173.851,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3722.652,60.7640000000001,"Inactive","Male","","","",168,173.851,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3853.505,4.346,"Wiggle","Male","Active wiggle","Female","2",169,97.3899999999999,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3854.624,5.69700000000012,"Pose","Female","S pose","Male","Front",169,97.3899999999999,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3857.852,28.4839999999999,"Inactive","Male","","","",169,97.3899999999999,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3860.322,88.9639999999999,"Inactive","Female","","","",169,97.3899999999999,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3886.337,2.4670000000001,"Wiggle","Male","Subtle wiggle","Female","3",169,97.3899999999999,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/6-12-20/6-12 AM 02.MTS",3888.805,60.4810000000002,"Inactive","Male","","","",169,97.3899999999999,"Trial 5","AM","6","2"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",298.071,44.912,"Inactive","Second female","","","",170,46.521,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",300.636,4.64999999999998,"Wiggle","Female","Active wiggle","Female","2",170,46.521,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",305.287,2.84800000000001,"Pose","Female","S pose","Female","Front",170,46.521,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",308.136,34.75,"Inactive","Female","","","",170,46.521,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",703.581,4.08600000000001,"Pose","Female","S pose","Male","Front",171,17.756,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",703.583,17.374,"Inactive","Male","","","",171,17.756,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",707.668,12.623,"Inactive","Female","","","",171,17.756,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",836.218,11.3000000000001,"Pose","Female","S pose","Female","Front",172,27.918,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",836.218,11.8710000000001,"Pose","Second female","S pose","Female","Front",172,27.918,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",847.519,15.948,"Inactive","Female","","","",172,27.918,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",848.09,15.1899999999999,"Inactive","Second female","","","",172,27.918,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",904.677,4.45899999999995,"Pose","Female","Non-s pose","Female","Front",173,18.1319999999999,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",904.867,8.44900000000007,"Swim away","Second female","","","",173,18.1319999999999,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",909.137,9.87400000000002,"Swim away","Female","","","",173,18.1319999999999,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",910.847,0,"Follow","Second female","","","",173,18.1319999999999,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",913.317,5.69399999999996,"Inactive","Second female","","","",173,18.1319999999999,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",971.707,3.23000000000002,"Swim away","Second female","","","",174,18.61,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",974.079,6.74400000000003,"Pose","Female","Non-s pose","Female","Front",174,18.61,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",974.938,4.74199999999996,"Pose","Second female","Non-s pose","Female","Front",174,18.61,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",979.681,4.55499999999995,"Inactive","Second female","","","",174,18.61,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",980.824,8.26100000000008,"Inactive","Female","","","",174,18.61,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",984.237,5.22500000000002,"Swim away","Second female","","","",174,18.61,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1082.223,14.1469999999999,"Pose","Female","S pose","Male","Front",175,88.1100000000001,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1084.125,7.02399999999989,"Inactive","Male","","","",175,88.1100000000001,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1091.15,9.67999999999984,"Wiggle","Male","Active wiggle","Female","2",175,88.1100000000001,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1096.371,3.12999999999988,"Inactive","Female","","","",175,88.1100000000001,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1099.502,6.26700000000005,"Swim away","Female","","","",175,88.1100000000001,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1100.831,50.989,"Inactive","Male","","","",175,88.1100000000001,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1105.77,4.65100000000007,"Inactive","Female","","","",175,88.1100000000001,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1110.422,6.93000000000006,"Wiggle","Female","Active wiggle","Male","2",175,88.1100000000001,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1117.353,3.51199999999994,"Inactive","Female","","","",175,88.1100000000001,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1120.866,6.2650000000001,"Pose","Female","Non-s pose","Male","Front",175,88.1100000000001,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1127.132,8.54399999999987,"Inactive","Female","","","",175,88.1100000000001,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1135.677,3.03800000000001,"Wiggle","Female","Active wiggle","Male","2",175,88.1100000000001,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1138.716,3.70000000000005,"Inactive","Female","","","",175,88.1100000000001,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1142.417,1.99400000000014,"Wiggle","Female","Active wiggle","Male","2",175,88.1100000000001,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1144.412,5.31600000000003,"Pose","Female","Non-s pose","Male","Front",175,88.1100000000001,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1149.729,20.508,"Inactive","Female","","","",175,88.1100000000001,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1161.976,8.26099999999997,"Swim away","Male","","","",175,88.1100000000001,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1191.221,20.979,"Wiggle","Male","Active wiggle","Female","2",176,83.835,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1195.395,13.8620000000001,"Pose","Female","S pose","Male","Front",176,83.835,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1209.258,46.7149999999999,"Inactive","Female","","","",176,83.835,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1212.201,10.5419999999999,"Inactive","Male","","","",176,83.835,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1222.744,2.08800000000019,"Wiggle","Male","Active wiggle","Female","2",176,83.835,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1224.833,11.675,"Inactive","Male","","","",176,83.835,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1236.509,3.98800000000006,"Wiggle","Male","Active wiggle","Female","2",176,83.835,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1236.89,0,"Join group","Second female","","","",176,83.835,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1240.498,34.1789999999999,"Inactive","Male","","","",176,83.835,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1245.341,6.64300000000003,"Pose","Second female","S pose","Male","Front",176,83.835,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1251.985,23.0700000000002,"Inactive","Second female","","","",176,83.835,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1255.974,9.96400000000017,"Swim away","Female","","","",176,83.835,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1265.939,8.36099999999988,"Inactive","Female","","","",176,83.835,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1315.787,51.5539999999999,"Swim away","Female","","","",177,178.593,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1315.884,30.4780000000001,"Chasing","Male","","","",177,178.593,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1346.363,38.163,"Surrounding","Male","","","",177,178.593,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1367.342,15.6659999999999,"Inactive","Female","","","",177,178.593,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1383.009,21.3609999999999,"Swim away","Female","","","",177,178.593,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1384.527,17.375,"Chasing","Male","","","",177,178.593,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1401.903,37.8810000000001,"Surrounding","Male","","","",177,178.593,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1404.371,25.0639999999999,"Inactive","Female","","","",177,178.593,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1429.436,30.384,"Swim away","Female","","","",177,178.593,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1439.785,22.3129999999999,"Chasing","Male","","","",177,178.593,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1459.821,33.6120000000001,"Inactive","Female","","","",177,178.593,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1462.099,31.4270000000001,"Inactive","Male","","","",177,178.593,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1678.669,6.83399999999983,"Wiggle","Male","Active wiggle","Female","2",178,117.732,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1681.708,11.8639999999998,"Pose","Female","Non-s pose","Male","Front",178,117.732,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1685.504,23.1680000000001,"Inactive","Male","","","",178,117.732,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1693.573,40.4489999999998,"Inactive","Female","","","",178,117.732,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1708.673,1.99299999999994,"Wiggle","Male","Active wiggle","Female","2",178,117.732,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1710.667,13.8600000000001,"Inactive","Male","","","",178,117.732,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1724.528,3.31799999999998,"Wiggle","Male","Active wiggle","Female","2",178,117.732,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1727.847,2.85100000000011,"Inactive","Male","","","",178,117.732,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1730.699,3.98900000000003,"Wiggle","Male","Active wiggle","Female","2",178,117.732,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1734.023,3.32300000000009,"Pose","Female","Non-s pose","Male","Front",178,117.732,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1734.689,59.432,"Inactive","Male","","","",178,117.732,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1737.347,56.9639999999999,"Inactive","Female","","","",178,117.732,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1795.927,12.912,"Pose","Female","S pose","Male","Front",179,120.39,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1796.873,4.75,"Wiggle","Male","Active wiggle","Female","3",179,120.39,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1801.624,11.3899999999999,"Surrounding","Male","","","",179,120.39,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1808.84,3.41300000000001,"Inactive","Female","","","",179,120.39,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1812.254,11.681,"Swim away","Female","","","",179,120.39,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1813.015,15.2859999999998,"Chasing","Male","","","",179,120.39,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1823.936,19.462,"Inactive","Female","","","",179,120.39,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1828.302,15.6660000000002,"Surrounding","Male","","","",179,120.39,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1843.399,21.0740000000001,"Swim away","Female","","","",179,120.39,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1843.969,48.704,"Chasing","Male","","","",179,120.39,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1864.474,7.11900000000014,"Inactive","Female","","","",179,120.39,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1871.594,20.508,"Swim away","Female","","","",179,120.39,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1892.103,23.9269999999999,"Inactive","Female","","","",179,120.39,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1892.674,4.84100000000012,"Surrounding","Male","","","",179,120.39,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1897.516,18.085,"Inactive","Male","","","",179,120.39,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1936.632,3.51199999999994,"Wiggle","Male","Active wiggle","Female","2",180,25.636,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1936.917,3.42000000000007,"Inactive","Female","","","",180,25.636,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1940.145,21.6479999999999,"Inactive","Male","","","",180,25.636,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1940.338,5.97900000000004,"Swim away","Female","","","",180,25.636,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1946.318,15.4749999999999,"Inactive","Female","","","",180,25.636,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1971.478,5.125,"Wiggle","Female","Active wiggle","Male","2",181,60.192,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1972.807,21.076,"Inactive","Male","","","",181,60.192,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1976.604,27.0629999999999,"Inactive","Female","","","",181,60.192,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1982.492,0,"Move away","Male","","","",181,60.192,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",1993.884,8.26099999999997,"Surrounding","Male","","","",181,60.192,"Trial 5","AM","9","5"
"D:/Pipefish Mesocosm Film/Trial 5/9-12-20/9-12 AM 01.MTS",2002.146,27.2529999999999,"Inactive","Male","","","",181,60.192,"Trial 5","AM","9","5"
